type,approved_id,approved_time,approved_labels,approved_heroes,approved_result,pipeline_id,pipeline_time,pipeline_labels,pipeline_heroes,pipeline_result,detail,approved_comment
matched_diff,4,00:00-00:00,控符,天辉赏金符点附近： FLCN(天辉)： 小小; GLYPH(夜魇)： 无,小小拾取天辉赏金神符,4,00:00-00:00,控符,天辉：巫妖；夜魇：无,巫妖拾取赏金神符,heroes;result,
matched_diff,5,00:00-00:00,控符,"天辉赏金符点附近： FLCN(天辉)： 巫妖, 朗戈; GLYPH(夜魇)： 无",巫妖拾取天辉赏金神符,5,00:00-00:00,控符,天辉：无；夜魇：树精卫士,树精卫士拾取赏金神符,heroes;result,
matched_diff,16,00:03-00:08,控符,夜魇赏金符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 风行者,风行者拾取夜魇赏金神符,6,00:08-00:08,控符,天辉：无；夜魇：风行者,风行者拾取赏金神符,time_range;heroes;result,
matched_diff,17,00:41-00:49,小规模冲突,天辉：朗戈、玛尔斯；夜魇：树精卫士、风行者,击杀结果：天辉 0 - 0 夜魇；死亡：无,7,00:27-01:32,小规模冲突,天辉：朗戈、玛尔斯、电炎绝手；夜魇：树精卫士、祈求者、风行者,击杀结果：天辉 0 - 0 夜魇；死亡：无,time_range;heroes,
matched_diff,18,01:58-02:03,控符,下符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 祈求者,祈求者反补水符,10,02:03-02:03,控符,天辉：无；夜魇：祈求者,祈求者反补水符,time_range;heroes,人物错误，上符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 祈求者 祈求者反补上水符，拾取下水符
matched_diff,19,03:10-03:14,小规模冲突,天辉：小小、巫妖；夜魇：拉比克、树精卫士、祈求者、酒仙,击杀结果：天辉 0 - 1 夜魇；死亡：03:14 巫妖,16,03:02-03:14,小规模冲突,天辉：小小、巫妖；夜魇：拉比克、树精卫士、祈求者、酒仙,击杀结果：天辉 0 - 1 夜魇；死亡：03:14 巫妖,time_range,
matched_diff,20,03:55-04:15,小规模冲突,天辉：玛尔斯；夜魇：树精卫士、风行者,击杀结果：天辉 0 - 1 夜魇；死亡：04:15 玛尔斯,19,03:37-05:45,小规模冲突,天辉：朗戈、玛尔斯、电炎绝手；夜魇：树精卫士、祈求者、风行者,击杀结果：天辉 1 - 1 夜魇；死亡：04:10 玛尔斯、05:29 祈求者,time_range;heroes;result,
matched_diff,21,03:56-04:01,控符,下符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 祈求者,祈求者拾取水符,21,04:01-04:01,控符,天辉：无；夜魇：祈求者,祈求者拾取水符,time_range;heroes,
matched_diff,22,03:56-04:06,囤野/堆野,天辉：无；夜魇：拉比克,,20,04:01-04:01,囤野/堆野,天辉：无；夜魇：拉比克,拉比克 堆野计数增加：camps +1，creeps +1,time_range;result,
matched_diff,23,04:01-04:06,控符,上符点附近： FLCN(天辉)： 电炎绝手; GLYPH(夜魇)： 无,电炎绝手罐装水符,23,04:06-04:06,控符,天辉：电炎绝手；夜魇：无,电炎绝手罐装水符,time_range;heroes,
matched_diff,24,04:20-04:39,小规模冲突,天辉：小小、巫妖、电炎绝手；夜魇：拉比克、祈求者、酒仙,击杀结果：天辉 0 - 0 夜魇；死亡：无,22,04:02-04:42,小规模冲突,天辉：小小、巫妖；夜魇：拉比克、酒仙,击杀结果：天辉 0 - 0 夜魇；死亡：无,time_range;heroes,人物错误，天辉方电炎绝手没有参与小规模冲突，只与祈求者对线
matched_diff,25,04:56-05:06,囤野/堆野,天辉：巫妖；夜魇：无,,25,05:01-05:01,囤野/堆野,天辉：巫妖；夜魇：无,巫妖 堆野计数增加：camps +1，creeps +3,time_range;result,
matched_diff,26,05:14-05:34,小规模冲突,天辉：电炎绝手；夜魇：祈求者,击杀结果：天辉 1 - 0 夜魇；死亡：05:34 祈求者,24,04:55-05:04,小规模冲突,天辉：小小、巫妖；夜魇：拉比克、酒仙,击杀结果：天辉 0 - 0 夜魇；死亡：无,time_range;heroes;result,
matched_diff,27,05:43-05:48,控符,天辉赏金符点附近： FLCN(天辉)： 电炎绝手; GLYPH(夜魇)： 无,电炎绝手罐装天辉赏金神符,26,05:48-05:48,控符,天辉：电炎绝手；夜魇：无,电炎绝手罐装赏金神符,time_range;heroes;result,
matched_diff,28,05:45-05:50,控符,夜魇赏金符点附近： FLCN(天辉)： 朗戈; GLYPH(夜魇)： 无,朗戈拾取夜魇赏金神符,27,05:50-05:50,控符,天辉：朗戈；夜魇：无,朗戈拾取赏金神符,time_range;heroes;result,
matched_diff,29,05:55-06:00,控符,下符点附近： FLCN(天辉)： 电炎绝手; GLYPH(夜魇)： 无,神符刷新在另一侧,28,06:11-06:11,控符,天辉：电炎绝手；夜魇：无,电炎绝手罐装护盾神符,time_range;heroes;result,
matched_diff,31,06:53-07:03,控符,夜魇侧智慧神符附近： FLCN(天辉)： 无; GLYPH(夜魇)： 拉比克,拉比克拾取智慧神符,32,07:03-07:03,控符,天辉：无；夜魇：拉比克,拉比克拾取智慧神符,time_range;heroes,
matched_diff,32,06:53-07:03,控符,天辉侧智慧神符附近： FLCN(天辉)： 朗戈; GLYPH(夜魇)： 无,朗戈拾取智慧神符,33,07:03-07:03,控符,天辉：朗戈；夜魇：无,朗戈拾取智慧神符,time_range;heroes,
matched_diff,33,06:56-07:06,囤野/堆野,天辉：巫妖；夜魇：无,,30,07:01-07:01,囤野/堆野,天辉：巫妖；夜魇：无,巫妖 堆野计数增加：camps +1，creeps +2,time_range;result,
matched_diff,34,06:56-07:06,囤野/堆野,天辉：电炎绝手；夜魇：无,,31,07:01-07:01,囤野/堆野,天辉：电炎绝手；夜魇：无,电炎绝手 堆野计数增加：camps +1，creeps +3,time_range;result,
matched_diff,37,07:55-08:00,控符,上符点附近： FLCN(天辉)： 朗戈; GLYPH(夜魇)： 无,神符刷新在另一侧,39,08:10-08:10,控符,天辉：无；夜魇：祈求者,祈求者反补急速神符,time_range;heroes;result,地点错误，急速神符刷新在上符点
matched_diff,38,07:56-08:06,囤野/堆野,天辉：无；夜魇：祈求者,,38,08:01-08:01,囤野/堆野,天辉：无；夜魇：祈求者,祈求者 堆野计数增加：camps +1，creeps +3,time_range;result,
matched_diff,39,07:57-08:17,小规模冲突,天辉：小小、巫妖；夜魇：拉比克、树精卫士、酒仙、风行者,击杀结果：天辉 0 - 2 夜魇；死亡：08:07 巫妖、08:17 小小,36,07:55-08:11,小规模冲突,天辉：小小、巫妖；夜魇：拉比克、酒仙、风行者,击杀结果：天辉 0 - 1 夜魇；死亡：08:07 巫妖,time_range;heroes;result,
matched_diff,41,08:40-08:45,控符,夜魇赏金符点附近： FLCN(天辉)： 朗戈; GLYPH(夜魇)： 无,朗戈拾取夜魇赏金神符,40,08:45-08:45,控符,天辉：朗戈；夜魇：无,朗戈拾取赏金神符,time_range;heroes;result,
matched_diff,42,08:44-08:49,控符,天辉赏金符点附近： FLCN(天辉)： 电炎绝手; GLYPH(夜魇)： 无,电炎绝手罐装天辉赏金神符,41,08:49-08:49,控符,天辉：电炎绝手；夜魇：无,电炎绝手罐装赏金神符,time_range;heroes;result,
matched_diff,43,08:56-09:06,囤野/堆野,天辉：小小；夜魇：无,,42,09:01-09:01,囤野/堆野,天辉：小小；夜魇：无,小小 堆野计数增加：camps +1，creeps +2,time_range;result,
matched_diff,44,08:56-09:06,囤野/堆野,天辉：电炎绝手；夜魇：无,,43,09:01-09:01,囤野/堆野,天辉：电炎绝手；夜魇：无,电炎绝手 堆野计数增加：camps +1，creeps +3,time_range;result,
matched_diff,45,08:56-09:06,囤野/堆野,天辉：无；夜魇：祈求者,,44,09:01-09:01,囤野/堆野,天辉：无；夜魇：祈求者,祈求者 堆野计数增加：camps +2，creeps +9,time_range;result,
matched_diff,46,08:56-09:06,囤野/堆野,天辉：无；夜魇：风行者,,45,09:01-09:01,囤野/堆野,天辉：无；夜魇：风行者,风行者 堆野计数增加：camps +1，creeps +4,time_range;result,
matched_diff,47,09:14-09:27,小规模冲突 / 守塔团,天辉：小小、巫妖、朗戈、电炎绝手；夜魇：拉比克、祈求者,击杀结果：天辉 1 - 0 夜魇；死亡：09:27 拉比克,46,09:17-09:27,小规模冲突,天辉：巫妖、朗戈、电炎绝手；夜魇：拉比克、祈求者,击杀结果：天辉 1 - 0 夜魇；死亡：09:27 拉比克,labels;time_range;heroes,人物错误，小小没有参与小规模冲突，酒仙TP并取消
matched_diff,48,09:55-10:00,控符,上符点附近： FLCN(天辉)： 电炎绝手; GLYPH(夜魇)： 无,神符刷新在另一侧,50,10:09-10:09,控符,天辉：电炎绝手；夜魇：无,电炎绝手罐装恢复神符,time_range;heroes;result,
matched_diff,49,09:56-10:06,囤野/堆野,天辉：朗戈；夜魇：无,,48,10:01-10:01,囤野/堆野,天辉：朗戈；夜魇：无,朗戈 堆野计数增加：camps +1，creeps +2,time_range;result,
matched_diff,52,11:43-11:50,小规模冲突 / 守塔团,天辉：小小、巫妖；夜魇：拉比克、酒仙、风行者,击杀结果：天辉 0 - 1 夜魇；死亡：11:50 巫妖,52,11:35-11:50,小规模冲突,天辉：巫妖；夜魇：拉比克、酒仙、风行者,击杀结果：天辉 0 - 1 夜魇；死亡：11:50 巫妖,labels;time_range;heroes,
matched_diff,53,11:57-12:02,控符,"上符点附近： FLCN(天辉)： 电炎绝手, 朗戈; GLYPH(夜魇)： 无",电炎绝手罐装隐身神符,53,12:02-12:02,控符,天辉：电炎绝手；夜魇：无,电炎绝手罐装隐身神符,time_range;heroes,
matched_diff,54,12:33-12:37,小规模冲突 / 守塔团,天辉：小小、巫妖、朗戈、玛尔斯、电炎绝手；夜魇：树精卫士,击杀结果：天辉 1 - 0 夜魇；死亡：12:37 树精卫士,54,12:33-12:46,小规模冲突,天辉：小小、巫妖、朗戈、玛尔斯、电炎绝手；夜魇：树精卫士,击杀结果：天辉 1 - 0 夜魇；死亡：12:37 树精卫士,labels;time_range,
matched_diff,55,12:56-13:06,囤野/堆野,天辉：无；夜魇：祈求者,,55,13:01-13:01,囤野/堆野,天辉：无；夜魇：祈求者,祈求者 堆野计数增加：camps +1，creeps +1,time_range;result,
matched_diff,56,13:08-13:13,控符,"夜魇赏金符点附近： FLCN(天辉)： 巫妖, 玛尔斯; GLYPH(夜魇)： 无",玛尔斯拾取夜魇赏金神符,56,13:13-13:13,控符,天辉：玛尔斯；夜魇：无,玛尔斯拾取赏金神符,time_range;heroes;result,
matched_diff,57,13:33-14:06,开雾,天辉：无；夜魇：拉比克、酒仙,"使用: GLYPH(夜魇) 拉比克; 进入: 酒仙, 拉比克；位置：下路/下半区 raw=(162,92) game=(4392,-4583)",57,13:33-13:33,开雾,天辉：无；夜魇：拉比克,拉比克 使用诡计之雾,time_range;heroes;result,
matched_diff,59,13:53-13:58,控符,天辉赏金符点附近： FLCN(天辉)： 小小; GLYPH(夜魇)： 无,小小拾取天辉赏金神符,58,13:58-13:58,控符,天辉：小小；夜魇：无,小小拾取赏金神符,time_range;heroes;result,
matched_diff,60,13:55-14:00,控符,"上符点附近： FLCN(天辉)： 巫妖, 电炎绝手; GLYPH(夜魇)： 酒仙, 拉比克",神符刷新在另一侧,62,14:07-14:07,控符,天辉：朗戈；夜魇：无,朗戈拾取智慧神符,time_range;heroes;result,
matched_diff,61,13:56-14:06,囤野/堆野,天辉：小小；夜魇：无,,59,14:01-14:01,囤野/堆野,天辉：小小；夜魇：无,小小 堆野计数增加：camps +1，creeps +3,time_range;result,
matched_diff,62,13:56-14:06,囤野/堆野,天辉：朗戈；夜魇：无,,60,14:01-14:01,囤野/堆野,天辉：朗戈；夜魇：无,朗戈 堆野计数增加：camps +1，creeps +3,time_range;result,
matched_diff,63,13:57-14:07,控符,天辉侧智慧神符附近： FLCN(天辉)： 朗戈; GLYPH(夜魇)： 无,朗戈拾取智慧神符,63,14:11-14:11,控符,天辉：无；夜魇：酒仙,酒仙拾取幻象神符,time_range;heroes;result,
matched_diff,64,14:03-14:44,团战,天辉：小小、巫妖、朗戈、玛尔斯、电炎绝手；夜魇：拉比克、树精卫士、祈求者、酒仙、风行者,击杀结果：天辉 2 - 2 夜魇；死亡：14:12 玛尔斯、14:13 祈求者、14:39 巫妖、14:41 酒仙,61,14:04-14:44,团战,天辉：小小、巫妖、朗戈、玛尔斯、电炎绝手；夜魇：拉比克、树精卫士、祈求者、酒仙、风行者,击杀结果：天辉 2 - 2 夜魇；死亡：14:12 玛尔斯、14:13 祈求者、14:39 巫妖、14:41 酒仙,time_range,
matched_diff,66,14:52-15:02,控符,夜魇侧智慧神符附近： FLCN(天辉)： 无; GLYPH(夜魇)： 祈求者,祈求者拾取智慧神符,69,15:02-15:02,控符,天辉：无；夜魇：祈求者,祈求者拾取智慧神符,time_range;heroes,
matched_diff,67,14:56-15:06,囤野/堆野,天辉：小小；夜魇：无,,64,15:01-15:01,囤野/堆野,天辉：小小；夜魇：无,小小 堆野计数增加：camps +1，creeps +3,time_range;result,
matched_diff,68,14:56-15:06,囤野/堆野,天辉：朗戈；夜魇：无,,66,15:01-15:01,囤野/堆野,天辉：朗戈；夜魇：无,朗戈 堆野计数增加：camps +2，creeps +9,time_range;result,
matched_diff,69,14:56-15:06,囤野/堆野,天辉：玛尔斯；夜魇：无,,68,15:01-15:01,囤野/堆野,天辉：玛尔斯；夜魇：无,玛尔斯 堆野计数增加：camps +1，creeps +3,time_range;result,
matched_diff,70,14:56-15:06,囤野/堆野,天辉：无；夜魇：拉比克,,65,15:01-15:01,囤野/堆野,天辉：无；夜魇：拉比克,拉比克 堆野计数增加：camps +1，creeps +3,time_range;result,
matched_diff,71,14:56-15:06,囤野/堆野,天辉：无；夜魇：树精卫士,,67,15:01-15:01,囤野/堆野,天辉：无；夜魇：树精卫士,树精卫士 堆野计数增加：camps +1，creeps +3,time_range;result,
matched_diff,72,15:52-16:09,开雾,天辉：巫妖、朗戈、玛尔斯；夜魇：无,"使用: FLCN(天辉) 朗戈; 进入: 朗戈, 巫妖, 玛尔斯；位置：中路/河道 raw=(109,128) game=(-2459,39)",70,15:52-15:52,开雾,天辉：朗戈；夜魇：无,朗戈 使用诡计之雾,time_range;heroes;result,
matched_diff,73,16:02-16:07,控符,"上符点附近： FLCN(天辉)： 巫妖, 电炎绝手; GLYPH(夜魇)： 无",电炎绝手罐装奥术神符,71,16:07-16:07,控符,天辉：电炎绝手；夜魇：无,电炎绝手罐装奥术神符,time_range;heroes,人物错误，上符点附近漏了朗戈
matched_diff,74,16:56-17:06,囤野/堆野,天辉：电炎绝手；夜魇：无,,73,17:01-17:01,囤野/堆野,天辉：电炎绝手；夜魇：无,电炎绝手 堆野计数增加：camps +1，creeps +3,time_range;result,
matched_diff,75,16:56-17:06,囤野/堆野,天辉：无；夜魇：拉比克,,72,17:01-17:01,囤野/堆野,天辉：无；夜魇：拉比克,拉比克 堆野计数增加：camps +1，creeps +2,time_range;result,
matched_diff,76,16:56-17:06,囤野/堆野,天辉：无；夜魇：祈求者,,74,17:01-17:01,囤野/堆野,天辉：无；夜魇：祈求者,祈求者 堆野计数增加：camps +1，creeps +2,time_range;result,
matched_diff,77,16:57-17:02,控符,天辉赏金符点附近： FLCN(天辉)： 小小; GLYPH(夜魇)： 无,小小拾取天辉赏金神符,75,17:02-17:02,控符,天辉：小小；夜魇：无,小小拾取赏金神符,time_range;heroes;result,
matched_diff,78,17:06-17:14,小规模冲突,天辉：小小、朗戈、玛尔斯、电炎绝手；夜魇：拉比克、酒仙,击杀结果：天辉 0 - 0 夜魇；死亡：无,76,17:06-17:14,小规模冲突,天辉：朗戈、玛尔斯、电炎绝手；夜魇：拉比克、酒仙,击杀结果：天辉 0 - 0 夜魇；死亡：无,heroes,
matched_diff,79,17:18-17:25,小规模冲突,天辉：巫妖、朗戈；夜魇：树精卫士、风行者,击杀结果：天辉 0 - 1 夜魇；死亡：17:25 巫妖,77,17:18-17:29,小规模冲突,天辉：巫妖、朗戈；夜魇：树精卫士、风行者,击杀结果：天辉 0 - 1 夜魇；死亡：17:25 巫妖,time_range,时间延长到17:35，天辉参与增加电炎绝手、玛尔斯，结果不变
matched_diff,80,17:35-17:40,控符,夜魇赏金符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 风行者,风行者拾取夜魇赏金神符,78,17:40-17:40,控符,天辉：无；夜魇：风行者,风行者拾取赏金神符,time_range;heroes;result,
matched_diff,81,17:55-18:00,控符,"上符点附近： FLCN(天辉)： 电炎绝手, 朗戈; GLYPH(夜魇)： 无",电炎绝手罐装双倍神符,79,18:00-18:00,控符,天辉：电炎绝手；夜魇：无,电炎绝手罐装双倍神符,time_range;heroes,
matched_diff,82,17:56-18:06,囤野/堆野,天辉：朗戈；夜魇：无,,80,18:01-18:01,囤野/堆野,天辉：朗戈；夜魇：无,朗戈 堆野计数增加：camps +2，creeps +6,time_range;result,
matched_diff,83,17:56-18:06,囤野/堆野,天辉：无；夜魇：祈求者,,81,18:01-18:01,囤野/堆野,天辉：无；夜魇：祈求者,祈求者 堆野计数增加：camps +2，creeps +7,time_range;result,
matched_diff,84,18:56-19:06,囤野/堆野,天辉：无；夜魇：风行者,,82,19:01-19:01,囤野/堆野,天辉：无；夜魇：风行者,风行者 堆野计数增加：camps +1，creeps +2,time_range;result,风行者没有囤野
matched_diff,85,19:26-19:31,控符,下符点附近： FLCN(天辉)： 电炎绝手; GLYPH(夜魇)： 无,电炎绝手拾取双倍神符,83,19:31-19:31,控符,天辉：电炎绝手；夜魇：无,电炎绝手拾取双倍神符,time_range;heroes,地点错误，改为上符点
matched_diff,86,19:56-20:06,囤野/堆野,天辉：无；夜魇：风行者,,84,20:01-20:01,囤野/堆野,天辉：无；夜魇：风行者,风行者 堆野计数增加：camps +1，creeps +3,time_range;result,
matched_diff,87,20:02-20:07,控符,上符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 祈求者,祈求者反补奥术神符,85,20:07-20:07,控符,天辉：无；夜魇：祈求者,祈求者反补奥术神符,time_range;heroes,
matched_diff,88,20:09-20:14,控符,夜魇赏金符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 风行者,风行者拾取夜魇赏金神符,86,20:14-20:14,控符,天辉：无；夜魇：风行者,风行者拾取赏金神符,time_range;heroes;result,
matched_diff,89,20:26-20:26,资源获得,天辉：巫妖；夜魇：无,FLCN(天辉) 巫妖击杀魔晶/获得魔晶,87,20:26-20:26,资源获得,天辉：巫妖；夜魇：无,巫妖获得/击杀魔晶/折磨者,result,
matched_diff,90,20:55-21:00,控符,天辉赏金符点附近： FLCN(天辉)： 小小; GLYPH(夜魇)： 无,小小拾取天辉赏金神符,88,21:00-21:00,控符,天辉：小小；夜魇：无,小小拾取赏金神符,time_range;heroes;result,
matched_diff,91,20:56-21:06,囤野/堆野,天辉：玛尔斯；夜魇：无,,90,21:01-21:01,囤野/堆野,天辉：玛尔斯；夜魇：无,玛尔斯 堆野计数增加：camps +1，creeps +2,time_range;result,
matched_diff,92,20:56-21:06,囤野/堆野,天辉：电炎绝手；夜魇：无,,91,21:01-21:01,囤野/堆野,天辉：电炎绝手；夜魇：无,电炎绝手 堆野计数增加：camps +1，creeps +3,time_range;result,
matched_diff,93,20:56-21:06,囤野/堆野,天辉：无；夜魇：拉比克,,89,21:01-21:01,囤野/堆野,天辉：无；夜魇：拉比克,拉比克 堆野计数增加：camps +1，creeps +3,time_range;result,
matched_diff,94,20:56-21:06,囤野/堆野,天辉：无；夜魇：风行者,,92,21:01-21:01,囤野/堆野,天辉：无；夜魇：风行者,风行者 堆野计数增加：camps +1，creeps +2,time_range;result,
